,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_positive_score,tweet_neutral_score,tweet_negative_score
134,CNN,"CNN’s @FareedZakaria: ""With no one actively shoring up the international system, the great question remains: In a w… https://t.co/8tWGyVpgFT",Sun Jan 27 15:23:11 +0000 2019,0.6369,0.271,0.636,0.093
135,CNN,"“I don’t think it’s a concession whatsoever,” former GOP Sen. @RickSantorum says about President Trump accepting no… https://t.co/ggjod23c1e",Sun Jan 27 15:11:02 +0000 2019,0.3818,0.14,0.86,0.0
136,CNN,"Next year, the US will export more energy than it imports. That hasn't happened since 1953. https://t.co/IkGbjnYGYp",Sun Jan 27 15:01:02 +0000 2019,0.3384,0.13,0.87,0.0
137,CNN,"“I believe that if we were to build that wall, that it would change the notion of America from the Statue of Libert… https://t.co/FDOSOAHP7B",Sun Jan 27 14:59:22 +0000 2019,0.0,0.0,1.0,0.0
138,CNN,"Jerome Corsi: “I believed, figured out that Assange had Podesta’s emails ... and it turned out that I was right.""… https://t.co/w03t3YmDOG",Sun Jan 27 14:47:24 +0000 2019,0.0,0.0,1.0,0.0
139,CNN,This race isn't for the faint of heart https://t.co/ihomb5GIgg https://t.co/E31RCgjf10,Sun Jan 27 14:31:00 +0000 2019,0.0,0.0,1.0,0.0
140,BBC News (World),Venezuela crisis: White House 'will respond to threats against diplomats' https://t.co/s7uQ7YJ6gP,Sun Jan 27 20:28:58 +0000 2019,-0.7845,0.0,0.566,0.434
141,BBC News (World),Dad's comfort doll 'helping him fly for 43 years' https://t.co/3hhAOIdDhk,Sun Jan 27 19:41:27 +0000 2019,0.5719,0.37,0.63,0.0
142,BBC News (World),Louisiana shooting: Police arrest suspect of five killed https://t.co/UzBGYspk7o,Sun Jan 27 19:21:13 +0000 2019,-0.8442,0.0,0.397,0.603
143,BBC News (World),XXXTentacion's son Gekyume arrives seven months after rapper's death https://t.co/qhI6LzjEkU,Sun Jan 27 18:15:14 +0000 2019,-0.5994,0.0,0.698,0.302
144,BBC News (World),'Red scarves' march in Paris against yellow-vest violence https://t.co/r65Q8VHDnz,Sun Jan 27 18:15:09 +0000 2019,-0.6249,0.0,0.661,0.339
145,BBC News (World),Bashir says Sudan protests attempt to copy Arab Spring https://t.co/XJDl9b0RNJ,Sun Jan 27 16:30:19 +0000 2019,-0.2263,0.0,0.826,0.174
146,BBC News (World),Peru landslide kills at least 15 at hotel wedding party https://t.co/u19bpxZv6C,Sun Jan 27 16:05:45 +0000 2019,-0.2023,0.178,0.592,0.23
147,BBC News (World),Taliban talks: Will negotiations lead to peace in Afghanistan? https://t.co/hCFGKV3xjF,Sun Jan 27 15:45:00 +0000 2019,0.5423,0.28,0.72,0.0
148,BBC News (World),Brumadinho dam collapse: Thousands to evacuate from second Brazil dam https://t.co/LMujvjl91O,Sun Jan 27 15:23:33 +0000 2019,-0.4939,0.0,0.758,0.242
149,BBC News (World),In pictures: Russia marks end of Leningrad WW2 siege https://t.co/xX1yoUjDdN,Sun Jan 27 15:23:13 +0000 2019,0.0,0.0,1.0,0.0
150,BBC News (World),Zimbabwe buries Afro-jazz legend Oliver Mtukudzi https://t.co/pLzaDb501H,Sun Jan 27 14:31:52 +0000 2019,0.0,0.0,1.0,0.0
151,BBC News (World),Thai girl band BNK48 sorry for Nazi T-shirt controversy https://t.co/WxiS4EAyBg,Sun Jan 27 14:26:57 +0000 2019,-0.0772,0.0,0.874,0.126
152,BBC News (World),Why Americans love the Great British Bake Off https://t.co/MSWGfa4YSI #GBBO,Sun Jan 27 12:50:54 +0000 2019,0.8519,0.509,0.491,0.0
153,BBC News (World),"RT @BBCSport: Novak Djokovic needed just two hours and four minutes to beat Rafa Nadal and win a seventh #AusOpen men's singles title.

Rep…",Sun Jan 27 11:34:14 +0000 2019,0.5859,0.147,0.853,0.0
154,BBC News (World),"RT @BBCSport: CHAMPION!

Novak Djokovic wins a record seventh Australian Open men's singles title with a straight sets victory over Rafael…",Sun Jan 27 10:51:13 +0000 2019,0.8891,0.397,0.603,0.0
155,BBC News (World),RT @BBCSport: Malaysia has been stripped of hosting the 2019 World Para Swimming Championships because it has failed to guarantee Israeli s…,Sun Jan 27 10:29:31 +0000 2019,0.2263,0.189,0.691,0.12
156,BBC News (World),"RT @BBCSport: Second set: Novak Djokovic ✅

The world number one takes a two-set lead against Rafael Nadal in the #AusOpen men's final. 

F…",Sun Jan 27 10:09:23 +0000 2019,0.0772,0.058,0.942,0.0
157,BBC News (World),"RT @bbctennis: Just when you thought Nadal had weathered the storm...

Djokovic breaks!

🇷🇸 Djokovic 6-3 3-2 🇪🇸 Nadal 

Follow live on @BBC…",Sun Jan 27 09:47:07 +0000 2019,0.0,0.0,1.0,0.0
158,BBC News (World),Venezuela crisis: Diplomat to US defects from Maduro https://t.co/VuZjBi2ddR,Sun Jan 27 09:25:31 +0000 2019,-0.7783,0.0,0.507,0.493
159,BBC News (World),"RT @BBCSport: Dominant! 

Novak Djokovic wins the first set 6-3 against Rafael Nadal in the #AusOpen men's singles final.

Live 👉 https://t…",Sun Jan 27 09:23:17 +0000 2019,0.6114,0.166,0.834,0.0
160,CBS News,"Kamala Harris: ""Folks, on the subject of transnational gangs, let's be perfectly clear: The president's medieval va… https://t.co/p8pOuAu3II",Sun Jan 27 21:54:22 +0000 2019,0.7783,0.298,0.702,0.0
161,CBS News,WATCH LIVE: Sen. Kamala Harris officially kicks off her 2020 presidential bid with a rally in Oakland… https://t.co/51txb8qIvM,Sun Jan 27 21:46:48 +0000 2019,0.0,0.0,1.0,0.0
162,CBS News,"RT @CBSThisMorning: With the #SuperBowl only a week away, we traveled to Atlanta to speak with some of the most influential artists and tal…",Sun Jan 27 21:45:24 +0000 2019,0.4927,0.127,0.873,0.0
163,CBS News,"Prince Philip writes letter to car-crash victim, saying he is ""very sorry"" https://t.co/ol3PB1i4VT https://t.co/4UGNws9KDu",Sun Jan 27 21:39:54 +0000 2019,-0.4005,0.0,0.765,0.235
164,CBS News,Mayors of cities hit hard by shutdown say no winners emerged from standoff https://t.co/hoTB5ySOom https://t.co/nHjJ1QHX4d,Sun Jan 27 21:25:19 +0000 2019,0.128,0.166,0.642,0.193
165,CBS News,"RT @CBSSunday: FROM THE ARCHIVES 1999: J.K. Rowling on the origins of Harry Potter

J.K. Rowling talked with correspondent Mark Phillips ab…",Sun Jan 27 21:14:15 +0000 2019,0.0,0.0,1.0,0.0
166,CBS News,Acting White House Chief of Staff Mick Mulvaney won't say if President Trump will accept less than $5.7 billion for… https://t.co/ez7dqedJqs,Sun Jan 27 20:59:56 +0000 2019,0.3818,0.115,0.885,0.0
167,CBS News,Is Howard Schultz thinking of running for president? Scott Pelley talks to the billionaire former CEO of Starbucks.… https://t.co/MDn7bzW0vP,Sun Jan 27 20:39:53 +0000 2019,0.0,0.0,1.0,0.0
168,CBS News,How did a retired couple from Michigan make millions by figuring out how to win the lottery multiple times —legally… https://t.co/Qu9dO7z3Cm,Sun Jan 27 20:19:55 +0000 2019,0.5859,0.167,0.833,0.0
169,CBS News,"Graduate program director at Duke University steps down after saying international students should ""commit to using… https://t.co/bIrAWf27jL",Sun Jan 27 19:59:36 +0000 2019,0.296,0.121,0.879,0.0
170,CBS News,"Tonight, @60Minutes will show you the largest fleet of satellites in human history. With technology packed into a v… https://t.co/T6XVyP9LBD",Sun Jan 27 19:39:43 +0000 2019,0.0,0.0,1.0,0.0
171,CBS News,"Sen. Susan Collins says the longest government shutdown in U.S. history accomplished ""absolutely nothing""… https://t.co/WoNYE2erDT",Sun Jan 27 19:19:39 +0000 2019,0.4404,0.172,0.828,0.0
172,CBS News,"Take a look back at 40 years of @CBSSunday, the #1 Sunday morning news program https://t.co/kccqQ3PZlo https://t.co/aP46zOhQVy",Sun Jan 27 18:59:39 +0000 2019,0.0,0.0,1.0,0.0
173,CBS News,"Dakota Theriot, who allegedly killed his parents and three other people in a Louisiana shooting spree, pointed a gu… https://t.co/Xt9tmLcex4",Sun Jan 27 18:39:52 +0000 2019,-0.6705,0.0,0.791,0.209
174,CBS News,"Nearly 20 years ago, a death row inmate wrote to @48Hours that he was framed for the murder of four people. Was evi… https://t.co/5WLd1bOHH0",Sun Jan 27 18:19:52 +0000 2019,-0.8625,0.0,0.709,0.291
175,CBS News,Acting White House Chief of Staff Mick Mulvaney says President Trump is prepared to shut down the government again… https://t.co/lsIBP5O1Wo,Sun Jan 27 17:59:33 +0000 2019,0.2263,0.091,0.909,0.0
176,CBS News,"RT @CBSSunday: A Look Back: A history of ""Sunday Morning""

From the very beginning, #SundayMorning has stayed true to Charles Kuralt's visi…",Sun Jan 27 17:39:01 +0000 2019,0.4215,0.128,0.872,0.0
177,CBS News,"An end in sight? U.S. and Taliban officials report ""progress"" in talks about resolving 17-year conflict in Afghanis… https://t.co/GspKYQNgD7",Sun Jan 27 17:19:41 +0000 2019,0.0772,0.119,0.776,0.105
178,CBS News,RT @CBSSunday: Whatever happened to Chuck Cunningham from Happy Days? Join @MoRocca as he investigates the deaths and disappearances of som…,Sun Jan 27 16:50:51 +0000 2019,0.7096,0.237,0.763,0.0
179,CBS News,"RT @FaceTheNation: When asked about Roger Stone, .@Sen_JoeManchin says he is “very much concerned” about Trump campaign associates lying to…",Sun Jan 27 16:35:23 +0000 2019,-0.5267,0.0,0.848,0.152
180,The New York Times,Mayor Bill de Blasio dismissed a poll in which New York voters ranked him last in a list of New York Democrats who… https://t.co/FpYgDwlMHe,Sun Jan 27 21:45:06 +0000 2019,0.0,0.0,1.0,0.0
181,The New York Times,"Elite law firm Paul, Weiss puts effort into making diverse hires. But in interviews, women and people of color deta… https://t.co/WvttP5gMn5",Sun Jan 27 21:30:12 +0000 2019,0.0,0.0,1.0,0.0
182,The New York Times,"Chicken wings, dips, chili and more: We've got all the recipes you'll need for a winning Super Bowl spread. https://t.co/ZFUqXea5QY",Sun Jan 27 21:15:08 +0000 2019,0.8074,0.3,0.7,0.0
183,The New York Times,"After Kurdish and Yazidi fighters recaptured Sinjar and nearby villages from ISIS, life has been slowly inching bac… https://t.co/opDi4VHljL",Sun Jan 27 21:00:15 +0000 2019,-0.0516,0.0,0.938,0.062
184,The New York Times,"In Opinion

Sahil Chinoy and Jessia Ma write, ""Unofficially, considering education, career, family background and p… https://t.co/tyx2navrMH",Sun Jan 27 20:45:06 +0000 2019,0.0,0.0,1.0,0.0
185,The New York Times,"RT @caitlinroper: In your newspaper this Sunday, 1/27, the January issue of @NYTimes for Kids! https://t.co/74mhSZhmJX",Sun Jan 27 20:30:06 +0000 2019,0.0,0.0,1.0,0.0
186,The New York Times,RT @nytimesworld: Scientists warned about the effects of a melting ice sheet. Where is it? Try this week’s news quiz: https://t.co/OuCMYMee…,Sun Jan 27 20:15:04 +0000 2019,-0.2732,0.0,0.9,0.1
187,The New York Times,"For decades, there was little progress against sickle cell, a disease that strikes mostly minorities. But experimen… https://t.co/1LqLWUfv3F",Sun Jan 27 20:01:54 +0000 2019,0.0018,0.125,0.75,0.125
188,The New York Times,"-A hitchhiking robot was beheaded in Philadelphia. 
-A security robot was punched to the ground in Silicon Valley.… https://t.co/HqD5UqFi56",Sun Jan 27 19:45:06 +0000 2019,0.34,0.118,0.882,0.0
189,The New York Times,RT @NYTmag: Mitch McConnell was the Trump administration’s indispensable partner in seating two Supreme Court justices and 83 lower-court j…,Sun Jan 27 19:29:54 +0000 2019,0.5574,0.159,0.841,0.0
190,The New York Times,"In Opinion

@NickKristof writes, ""Remember this name: Loujain al-Hathloul. She is 29 years old and a courageous adv… https://t.co/x8M4G7vrHt",Sun Jan 27 19:15:02 +0000 2019,0.5267,0.167,0.833,0.0
191,The New York Times,"Visit the latest examples of avant-garde architecture in Doha, Qatar, No. 37 on our list of 52 places to go in 2019 https://t.co/iSjBhQ6fcY",Sun Jan 27 19:00:09 +0000 2019,-0.296,0.0,0.909,0.091
192,The New York Times,"An ex-cop who wrote the best-seller ""Blue Blood"" about life as a detective is back on the NYPD payroll — as a writer https://t.co/3UPhXtotAR",Sun Jan 27 18:45:03 +0000 2019,0.0,0.0,1.0,0.0
193,The New York Times,"In a new documentary, a former South African militia member claims his group used phony vaccinations to spread HIV… https://t.co/B0MIJhwaAZ",Sun Jan 27 18:30:04 +0000 2019,0.0,0.0,1.0,0.0
194,The New York Times,"Roger Stone says the text message exchanges presented in his indictment were misrepresented. ""They’re taking things… https://t.co/KcrDlXeT3Q",Sun Jan 27 18:15:04 +0000 2019,0.0,0.0,1.0,0.0
195,The New York Times,"Bruised by the shutdown fight, President Trump faces a cloudier path to re-election, and advisers fear a challenge… https://t.co/TUlXnWjL8I",Sun Jan 27 18:00:19 +0000 2019,-0.7003,0.0,0.721,0.279
196,The New York Times,"""I'm just a poor, helpless old man. I'm 66. I'm almost as old as Sting,"" said Steve Martin, playing Roger Stone on… https://t.co/XF7kN9ExhL",Sun Jan 27 17:51:21 +0000 2019,-0.6486,0.067,0.706,0.227
197,The New York Times,"Our colleagues at NYT Cooking can help you decide what to cook for just about any occasion, craving or ingredient.… https://t.co/Wj8YGqliSB",Sun Jan 27 17:15:00 +0000 2019,0.4019,0.119,0.881,0.0
198,The New York Times,"Yes, they're cute, but the CDC doesn't want you snuggling or kissing hedgehogs - ""this can spread salmonella germs… https://t.co/0eeZwXwPKz",Sun Jan 27 17:00:03 +0000 2019,0.8209,0.353,0.594,0.053
199,The New York Times,"Selling Nazi memorabilia is supposed to be illegal in Poland. So why was there a souvenir stand selling ""Heil Hitle… https://t.co/TKmUFIR9WD",Sun Jan 27 16:45:10 +0000 2019,-0.5574,0.0,0.841,0.159
200,Fox News,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018,0.4767,0.22,0.78,0.0
201,Fox News,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018,-0.6486,0.0,0.765,0.235
202,Fox News,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018,-0.6486,0.0,0.619,0.381
203,Fox News,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018,-0.3182,0.0,0.892,0.108
204,Fox News,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018,-0.4939,0.0,0.714,0.286
206,Fox News,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018,-0.5267,0.0,0.764,0.236
207,Fox News,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018,0.4019,0.119,0.881,0.0
208,Fox News,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018,0.4939,0.144,0.856,0.0
209,Fox News,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,Jerome Corsi: “I don’t recall that Roger (Stone) ever said that he was under instruction from anyone in the campaig… https://t.co/rqMtohbaky,Sun Jan 27 14:30:33 +0000 2019,0.0,0.0,1.0,0.0
221,CNN,"Roger Stone associate Jerome Corsi, who identified himself as “Person 1” in the Roger Stone indictment: “What is in… https://t.co/1UUxWYHp4V",Sun Jan 27 14:29:54 +0000 2019,0.0,0.0,1.0,0.0
222,CNN,Rubio on US recognizing the opposition leader in Venezuela’s power struggle: “This is us supporting the people of V… https://t.co/PD423Ac3xH,Sun Jan 27 14:21:31 +0000 2019,0.1531,0.125,0.776,0.099
223,CNN,"“My position on this all along has been Mueller’s probe should continue, it should be allowed to reach it’s full co… https://t.co/Ssdia0O41R",Sun Jan 27 14:20:56 +0000 2019,0.0258,0.05,0.95,0.0
224,CNN,"GOP Sen. @marcorubio: “We shouldn’t be trading border security for anything because it’s something we are all for.""… https://t.co/aBqnAqMSYe",Sun Jan 27 14:14:11 +0000 2019,0.34,0.118,0.882,0.0
225,CNN,Republican Sen. @marcorubio: “I don’t think shutdowns are good leverage … I think it’s important to separate the ta… https://t.co/cSuoTqQuLS,Sun Jan 27 14:09:37 +0000 2019,0.5719,0.227,0.773,0.0
226,CNN,"Former Secretary of State John Kerry said if he could speak to President Trump directly, he would tell him to ""resi… https://t.co/ooWu2DdzrR",Sun Jan 27 14:01:09 +0000 2019,0.0,0.0,1.0,0.0
227,CNN,"Microsoft CEO Satya Nadella says self-regulation is needed for new technology to avoid ""even more heavy-handed regu… https://t.co/nXbeaGXOpc",Sun Jan 27 13:31:00 +0000 2019,-0.296,0.0,0.885,0.115
228,CNN,A married gay man is running for president. That's a big deal. | Analysis by CNN's Kyle Blaine… https://t.co/ZhqjyhJDib,Sun Jan 27 13:01:08 +0000 2019,0.0,0.0,1.0,0.0
229,CNN,"""We are all one world, and that is the important thing that we have to recognize."" Conservation advocate Sir David… https://t.co/PQe65Bj7DY",Sun Jan 27 12:31:00 +0000 2019,0.2023,0.083,0.917,0.0
230,CNN,More babies are dying before their first birthdays in Venezuela as the country is mired in a severe economic and po… https://t.co/NcBMaf6OLI,Sun Jan 27 12:01:02 +0000 2019,-0.3818,0.0,0.885,0.115
231,CNN,Boeing is making an autonomous air vehicle. That’s right: no pilot https://t.co/l6WHCsp7tX https://t.co/xK5VFiwNGE,Sun Jan 27 11:31:00 +0000 2019,-0.296,0.0,0.845,0.155
232,CNN,"The world's billionaires are growing $2.5 billion richer every day, and the 26 richest are as wealthy as the 3.8 bi… https://t.co/qzjyKihrl7",Sun Jan 27 11:01:03 +0000 2019,0.875,0.379,0.621,0.0
233,CNN,"The Igloo Hotel in Davos, Switzerland, is a snow-packed hideaway that offers warm beds, bubbling fondue and a very… https://t.co/OfSXkccUK0",Sun Jan 27 10:31:00 +0000 2019,0.2263,0.101,0.899,0.0
234,CNN,"Federal response was faster and ""more generous"" in terms of funding and staffing for Hurricane Irma in Florida and… https://t.co/8gW4pdxsaN",Sun Jan 27 10:01:07 +0000 2019,0.5563,0.159,0.841,0.0
235,CNN,"Cruise lines like Caribbean, Norwegian and Carnival are going all out and adding rides, slides and even a roller co… https://t.co/ziObf2oHfz",Sun Jan 27 09:31:00 +0000 2019,0.3612,0.116,0.884,0.0
236,CNN,How to solve the world’s plastics problem: Bring back the milk man https://t.co/d8VVtQFtTH https://t.co/r5Wrj0E0qX,Sun Jan 27 09:01:18 +0000 2019,-0.2263,0.109,0.727,0.164
237,CNN,Ice skaters recorded this frozen lake in Norway 'singing.' The unusual frequencies are often a result of changing t… https://t.co/AuoaVEZYrZ,Sun Jan 27 08:31:00 +0000 2019,0.0,0.0,1.0,0.0
238,CNN,"This concrete bridge is 86 feet long, took 450 hours to build, and was created entirely by a 3D printer https://t.co/27Izec6GEu",Sun Jan 27 08:01:07 +0000 2019,-0.1531,0.088,0.796,0.115
239,CNN,"In 2021, you could stay at the world's first space hotel -- provided you have a spare $9.5 million:… https://t.co/DGxXlef5Tw",Sun Jan 27 07:31:00 +0000 2019,0.0,0.0,1.0,0.0
240,BBC News (World),"RT @bbctennis: We're under way in the #AusOpen men's final.

And Djokovic starts with a hold to love. 

🇷🇸 Djokovic 1-0 🇪🇸 Nadal 

Follow l…",Sun Jan 27 08:53:38 +0000 2019,0.6369,0.154,0.846,0.0
241,BBC News (World),"RT @BBCSport: It's almost time...

The #AusOpen men's final between the two best players in the world starts at 08:30 GMT.

🇷🇸 Djokovic [1]…",Sun Jan 27 08:00:21 +0000 2019,0.6369,0.154,0.846,0.0
242,BBC News (World),Brexit: How British-Irish relations are coping https://t.co/MogiHnMENp,Sun Jan 27 06:40:47 +0000 2019,0.0,0.0,1.0,0.0
243,BBC News (World),Jolo church attack: Many killed in Philippines https://t.co/D7cPGc3wA1,Sun Jan 27 05:10:43 +0000 2019,-0.8225,0.0,0.441,0.559
244,BBC News (World),Why Americans love the Great British Bake Off https://t.co/BOw92EQzzL,Sun Jan 27 00:32:08 +0000 2019,0.8519,0.542,0.458,0.0
245,BBC News (World),Venezuela: All you need to know about the crisis in seven charts https://t.co/cny4a516CT,Sun Jan 27 00:11:43 +0000 2019,-0.6249,0.0,0.745,0.255
246,BBC News (World),#JusticeforKhadija: The long road to justice for a student stabbed 23 times https://t.co/1HR4fy4CH4,Sun Jan 27 00:09:27 +0000 2019,0.128,0.209,0.613,0.178
247,BBC News (World),The enduring appeal of violent jihad https://t.co/ci0wp9M64h,Sun Jan 27 00:02:27 +0000 2019,-0.5994,0.0,0.606,0.394
248,BBC News (World),Banksy tribute to Bataclan terror victims stolen in Paris https://t.co/rJNS4OlNw7,Sat Jan 26 22:27:42 +0000 2019,-0.836,0.0,0.44,0.56
249,BBC News (World),Louisiana shootings: Five killed and suspect at large https://t.co/kueWUsazcN,Sat Jan 26 22:07:34 +0000 2019,-0.7717,0.0,0.511,0.489
250,BBC News (World),Brumadinho dam collapse: Hope fades for hundreds missing in Brazil https://t.co/UG1DChoRhE,Sat Jan 26 21:17:28 +0000 2019,-0.3612,0.178,0.491,0.331
251,BBC News (World),Trudeau fires Canadian ambassador to China after controversy https://t.co/rfg8EpF5bt,Sat Jan 26 20:48:13 +0000 2019,0.0,0.0,1.0,0.0
252,BBC News (World),Kurdish protesters storm Turkish military camp in Iraq https://t.co/sexcppmYql,Sat Jan 26 19:13:47 +0000 2019,-0.2263,0.0,0.808,0.192
253,BBC News (World),Taliban talks: US envoy says significant progress made in Qatar https://t.co/D6g1Xxz47b,Sat Jan 26 18:14:59 +0000 2019,0.5574,0.338,0.662,0.0
254,BBC News (World),Nigerian chief justice ban raises international concerns https://t.co/SHiDqShQYd,Sat Jan 26 16:57:27 +0000 2019,-0.0516,0.262,0.462,0.277
255,BBC News (World),Trump insists Mexico wall will be built despite deal to end shutdown https://t.co/DFz3GQAZ1H,Sat Jan 26 16:53:05 +0000 2019,0.0,0.0,1.0,0.0
256,BBC News (World),Venezuela crisis: Maduro given ultimatum by European leaders https://t.co/FxESFaA1kg,Sat Jan 26 15:06:40 +0000 2019,-0.6249,0.0,0.661,0.339
257,BBC News (World),US shutdown: National press see a defeat for Donald Trump https://t.co/eNXRFjX4p1,Sat Jan 26 13:43:46 +0000 2019,-0.4588,0.0,0.75,0.25
258,BBC News (World),"'Little hope' of finding missing after Brazil dam collapse

[Tap to expand]

https://t.co/psUuP8EsmP https://t.co/BbYhYNHmJw",Sat Jan 26 13:04:08 +0000 2019,-0.4201,0.137,0.579,0.284
259,BBC News (World),"RT @BBCNews: Following illegal migrants through four European ports

[Tap to expand]

https://t.co/ozr4zC6K3i https://t.co/ilcmCO335E",Sat Jan 26 12:37:08 +0000 2019,-0.5574,0.0,0.783,0.217
260,CBS News,"Sen. Joe Manchin says government shutdowns can be avoided if members of Congress lose their pay when they happen: ""… https://t.co/3UrSkkG4g0",Sun Jan 27 16:16:04 +0000 2019,-0.6705,0.0,0.735,0.265
261,CBS News,"Sen. Joe Manchin on @FaceTheNation: "" You have people that came to the country the wrong way for the right reason..… https://t.co/FN5P7YuKzA",Sun Jan 27 16:11:02 +0000 2019,-0.4767,0.0,0.866,0.134
262,CBS News,Margaret Brennan asks Sen. Susan Collins: Why haven't we been hearing more from the Republican Party about the news… https://t.co/Xn8GiW2q06,Sun Jan 27 16:01:37 +0000 2019,0.4019,0.124,0.876,0.0
263,CBS News,"What did the longest government shutdown in U.S. history accomplish?

Sen. Susan Collins: ""Well, I would say absolu… https://t.co/9B7rXyrEEU",Sun Jan 27 15:54:40 +0000 2019,0.4215,0.141,0.859,0.0
264,CBS News,"Sen. Susan Collins says the Roger Stone indictment shows ""the importance of the special counsel being allowed to co… https://t.co/yrqQyOIZBK",Sun Jan 27 15:49:42 +0000 2019,0.6369,0.224,0.776,0.0
265,CBS News,RT @FaceTheNation: .@MickMulvaneyOMB on when federal employees can expect to be paid: “Some of them could be early this week. Some of them…,Sun Jan 27 15:46:08 +0000 2019,0.0,0.0,1.0,0.0
266,CBS News,"Margaret Brennan asks acting White House Chief of Staff Mick Mulvaney: ""You actually think this 35-day shutdown was… https://t.co/57oRrUffNO",Sun Jan 27 15:46:05 +0000 2019,0.0,0.0,1.0,0.0
267,CBS News,Acting White House Chief of Staff Mick Mulvaney tells @FaceTheNation President Trump is prepared to shut down the g… https://t.co/5rXuV1ea0m,Sun Jan 27 15:37:04 +0000 2019,0.2263,0.091,0.909,0.0
268,CBS News,A Banksy artwork honoring victims of the Bataclan terror attack in Paris has been stolen https://t.co/wG5cr1J1k9 https://t.co/0IJoJsbZun,Sun Jan 27 15:09:44 +0000 2019,-0.8271,0.125,0.418,0.456
269,CBS News,"Louisiana gunman accused of killing 5 people, including his parents, arrested in Virginia after overnight manhunt… https://t.co/NkxGTTVJJH",Sun Jan 27 14:49:50 +0000 2019,-0.8658,0.0,0.573,0.427
270,CBS News,"In a breathtakingly mistake-free performance, Novak Djokovic crushes Rafael Nadal for a record 7th Australian Open… https://t.co/imBXRAeNra",Sun Jan 27 14:29:48 +0000 2019,-0.4404,0.0,0.828,0.172
